17	9	1
29	-24	0
96	-10	1
126	-7	1
157	-13	1
177	-10	0
204	-17	0
216	-18	1
243	-3	1
268	-24	1
300	-11	0
336	5	1
368	5	0
406	5	1
430	7	1
450	9	1
475	9	0
498	9	1
528	9	1
552	9	1
595	9	0
619	9	1
650	9	1
687	9	1
713	9	0
752	9	1
782	9	1
808	9	1
834	9	0
855	9	1
878	9	1
917	9	1
946	9	0
976	9	1
1005	9	1
1023	9	1
12	13	1
62	18	0
92	42	0
106	18	1
130	21	1
156	21	1
184	28	0
220	25	1
245	28	1
271	29	1
300	32	0
339	33	1
359	35	1
382	33	1
408	37	0
450	42	1
475	42	1
498	42	1
532	41	0
552	42	1
588	42	1
619	42	1
650	42	0
682	43	1
703	45	1
723	49	1
760	47	0
810	52	1
828	52	1
852	48	1
879	51	0
920	54	1
944	57	1
970	53	1
1000	51	0
1028	59	1
24	65	1
56	66	1
85	68	1
114	69	0
148	70	1
176	69	1
196	69	1
231	69	0
266	74	1
287	77	1
308	81	1
338	82	0
377	84	1
406	85	1
431	85	1
457	82	0
499	82	1
528	83	1
550	84	1
582	85	0
617	87	1
646	89	1
664	89	1
688	91	0
716	94	1
752	96	1
780	97	1
816	94	0
844	94	1
866	95	1
888	96	1
930	101	0
960	101	1
988	101	1
1006	101	1
1031	102	0
11	103	1
49	107	0
92	110	1
117	109	1
141	110	1
168	117	0
196	116	1
222	118	1
248	119	1
277	119	0
312	123	1
338	125	1
355	125	1
392	124	0
428	127	1
450	125	1
475	125	1
513	126	0
542	124	1
565	126	1
588	125	1
624	132	0
658	137	1
688	137	1
712	138	1
744	141	0
781	140	1
805	144	1
834	145	1
864	149	0
892	144	1
922	145	1
946	146	1
975	148	0
1008	146	1
1027	148	1
8	155	1
37	153	1
64	152	1
104	151	0
136	161	1
161	159	1
183	161	1
211	164	0
237	174	1
264	174	1
294	174	1
333	171	0
355	174	1
378	174	1
403	174	1
450	174	0
475	174	1
498	174	1
528	174	1
552	174	0
588	174	1
619	174	1
650	174	1
680	177	0
705	179	1
735	181	1
762	185	1
800	181	0
827	185	1
851	188	1
880	190	1
908	194	0
941	193	1
968	196	1
998	197	1
1028	194	0
12	197	1
41	203	0
77	201	1
106	201	1
147	206	0
176	210	1
196	213	1
216	213	1
240	213	1
269	216	0
298	217	1
331	221	1
357	223	1
383	224	0
410	229	1
431	229	1
464	229	1
498	233	0
528	233	1
552	233	1
588	233	1
619	233	0
659	227	1
692	230	1
724	230	0
752	233	1
782	233	1
808	233	1
834	233	0
862	244	1
882	242	1
916	245	1
945	244	1
971	243	0
1005	233	1
1023	233	1
11	245	1
30	249	1
57	250	1
86	249	0
147	258	1
172	257	1
119	257	1
204	266	0
240	269	1
266	273	1
296	274	1
330	277	0
355	279	1
378	279	1
403	279	1
428	285	0
458	282	1
489	283	1
516	282	1
548	281	0
581	278	1
606	278	1
633	277	1
673	280	0
704	281	1
736	281	1
768	280	0
808	279	1
834	279	1
855	279	1
893	285	0
923	286	1
955	289	1
982	293	1
1009	292	0
1035	294	1
3	292	1
32	289	0
63	296	1
88	303	1
103	302	1
135	314	0
172	327	1
195	330	1
228	335	1
262	334	0
293	360	0
332	361	0
357	337	0
379	338	0
405	341	0
450	336	1
476	336	0
508	333	1
527	327	1
562	320	1
596	320	0
625	317	1
652	321	1
678	326	1
708	325	0
740	329	1
764	330	1
797	330	1
824	326	0
855	321	1
886	321	1
917	321	1
946	321	0
976	321	1
1004	328	1
1025	335	1
8	336	0
46	332	1
82	341	0
116	342	0
148	345	0
174	349	0
193	349	0
215	350	0
240	353	0
264	349	0
294	349	1
339	352	1
358	355	0
379	353	0
403	349	1
450	349	1
475	349	0
498	349	1
528	349	1
552	349	0
588	349	1
619	349	1
650	349	0
687	349	0
713	349	0
752	349	1
782	349	1
808	349	1
834	349	0
855	349	0
878	349	0
917	349	0
946	349	0
976	349	1
1005	349	1
1023	349	1
17	385	1
56	385	0
92	385	0
120	385	0
148	385	0
174	385	0
190	385	0
212	385	0
