8	7	1
29	7	1
51	7	1
75	7	1
98	7	1
121	7	1
144	7	1
166	7	1
188	7	1
209	7	1
232	7	1
254	7	1
276	7	1
298	7	1
320	7	1
344	7	1
368	7	0
391	7	0
413	7	0
436	7	0
458	7	0
480	7	0
503	7	0
526	7	0
548	7	0
569	7	0
592	7	0
613	7	0
636	7	1
660	7	1
685	7	1
708	7	1
731	7	1
754	7	1
778	7	1
801	7	1
824	7	1
847	7	1
870	7	1
892	7	1
915	7	1
938	7	1
959	8	0
983	7	0
1001	5	0
1021	6	0
11	35	0
29	35	0
47	35	0
73	39	0
98	35	1
121	35	1
144	35	1
166	35	1
188	35	1
209	35	1
232	35	1
254	35	1
276	35	1
298	35	1
320	35	1
344	35	1
368	35	1
391	35	1
413	35	1
436	35	1
458	35	1
480	35	1
499	35	0
524	34	0
548	35	0
569	35	0
592	35	0
613	35	0
636	35	0
660	35	0
685	35	0
708	35	0
731	35	0
754	35	1
778	35	1
801	35	1
824	35	1
847	35	1
870	35	1
892	35	1
915	35	1
938	35	1
960	35	1
983	35	1
1006	35	1
1028	35	1
7	58	0
25	58	0
45	55	0
72	55	0
97	55	0
121	58	0
144	58	0
166	58	1
188	58	1
209	58	1
232	58	1
254	58	1
276	58	1
298	58	1
320	58	1
344	58	1
368	58	1
391	58	1
413	58	1
436	58	1
458	58	1
480	58	1
503	58	1
526	58	1
548	58	1
569	58	1
592	58	0
613	58	0
636	58	0
660	58	0
685	58	0
708	58	0
731	58	0
754	58	0
778	58	0
801	58	0
824	58	0
847	58	1
870	58	1
892	58	1
915	58	1
938	58	1
960	58	1
983	58	1
1006	58	1
1028	58	1
8	91	1
29	91	1
49	87	1
72	86	1
104	83	0
121	86	0
145	87	0
168	86	0
188	85	0
213	84	0
232	91	0
254	91	0
276	91	0
298	91	0
320	91	1
344	91	1
368	91	1
391	91	1
413	91	1
436	91	1
458	91	1
480	91	1
503	91	1
526	91	1
548	91	1
569	91	1
592	91	1
613	91	1
636	91	1
660	91	1
685	91	1
708	91	0
731	91	0
754	91	0
778	91	0
801	91	0
824	91	0
847	91	0
870	91	0
892	91	0
915	91	0
938	91	0
960	91	0
983	91	0
1006	91	0
1028	91	0
8	121	1
29	121	1
51	121	1
75	121	1
98	121	1
121	121	1
144	121	1
166	121	1
189	115	1
210	113	1
232	118	0
249	118	0
276	121	0
298	121	0
320	121	0
344	121	0
368	121	0
391	121	0
413	121	0
436	121	0
458	121	0
480	121	0
503	121	1
526	121	1
548	121	1
569	121	1
592	121	1
613	121	1
636	121	1
660	121	1
685	121	1
708	121	1
731	121	1
754	121	1
778	121	1
801	121	1
824	118	0
845	117	0
866	115	0
896	118	0
915	121	0
938	121	0
960	121	0
983	121	0
1006	121	0
1028	121	0
8	150	1
29	150	1
51	150	1
75	150	1
98	150	1
121	150	1
144	150	1
166	150	1
188	150	1
209	150	1
232	150	1
254	150	1
276	150	1
298	150	1
320	150	1
344	150	1
368	150	0
391	150	0
413	150	0
436	150	0
458	150	0
480	150	0
503	150	0
526	150	0
548	150	0
569	150	0
592	150	0
613	150	1
636	150	1
660	150	1
685	150	1
708	150	1
731	150	1
754	150	1
778	150	1
801	150	1
824	150	1
847	150	1
868	144	1
895	142	1
920	143	0
941	142	0
962	141	0
982	144	0
1002	142	0
1028	142	0
9	187	0
30	187	0
48	187	0
80	187	0
97	187	0
121	186	1
144	186	1
166	186	1
188	186	1
209	186	1
232	186	1
254	186	1
276	186	1
298	186	1
320	186	1
344	186	1
368	186	1
391	186	1
413	186	1
436	186	1
458	186	0
480	186	0
503	186	0
526	186	0
548	186	0
569	186	0
592	186	0
613	186	0
636	186	0
660	186	0
685	186	0
708	186	1
731	186	1
754	186	1
778	186	1
801	186	1
824	186	1
847	186	1
870	186	1
892	186	1
915	186	1
938	186	1
958	183	1
983	178	1
1000	175	1
1024	174	1
8	215	0
29	215	0
50	214	0
75	215	0
98	215	0
126	214	0
144	215	0
166	215	0
188	215	0
209	215	0
232	215	1
254	215	1
276	215	1
298	215	1
320	215	1
344	215	1
368	215	1
391	215	1
413	215	1
436	215	1
458	215	1
480	215	1
503	215	1
526	215	1
548	215	0
569	215	0
592	215	0
613	215	0
636	215	0
