7	13	1
28	13	1
49	13	1
72	13	1
93	13	1
114	13	1
135	13	0
157	13	0
180	13	0
202	13	0
228	13	0
251	13	0
273	13	0
297	13	0
317	13	0
342	13	0
364	13	0
388	13	0
411	13	0
434	13	1
457	13	1
481	13	1
504	13	1
528	13	1
551	13	1
573	13	1
596	13	1
619	13	1
642	13	1
666	13	0
689	13	0
714	13	0
737	13	0
761	13	0
785	13	0
808	13	0
832	13	0
853	13	0
877	13	0
898	13	0
924	13	0
948	13	0
971	13	0
993	13	0
1015	13	1
1031	13	1
8	47	0
28	44	0
49	44	0
72	44	1
93	44	1
114	44	1
135	44	1
157	44	1
180	44	1
202	44	1
228	44	1
251	44	0
273	44	0
297	44	0
317	44	0
342	44	0
364	44	0
388	44	0
411	44	0
434	44	0
457	44	0
481	44	0
504	44	0
528	44	0
551	44	1
573	44	1
596	44	1
619	44	1
642	44	1
666	44	1
689	44	1
714	44	1
737	44	1
761	44	1
785	44	1
808	44	0
832	44	0
853	44	0
877	44	0
898	44	0
924	44	0
948	44	0
971	44	0
993	44	0
1015	44	0
1031	44	0
7	77	0
28	77	0
49	77	0
72	77	0
93	77	0
114	77	0
135	77	0
156	79	0
180	77	1
202	77	1
228	77	1
251	77	1
273	77	1
297	77	1
317	77	1
342	77	1
364	77	0
388	77	0
411	77	0
434	77	0
457	77	0
481	77	0
504	77	0
528	77	0
551	77	0
573	77	0
596	77	0
619	77	0
642	77	1
666	77	1
689	77	1
714	77	1
737	77	1
761	77	1
785	77	1
808	77	1
832	77	1
853	77	1
877	77	1
898	77	0
924	77	0
948	77	0
971	77	0
993	77	0
1015	77	0
1031	77	0
7	108	0
28	108	0
49	108	0
72	108	0
93	108	0
114	108	0
135	108	0
157	108	0
180	108	1
202	108	1
228	108	1
251	108	1
273	108	1
297	108	1
317	108	1
342	108	1
364	108	1
388	108	1
411	108	1
434	108	1
457	108	1
481	108	1
504	108	0
528	108	0
551	108	0
573	108	0
596	108	0
619	108	0
642	108	0
666	108	0
689	108	0
714	108	0
737	108	0
760	108	0
785	108	1
808	108	1
832	108	1
853	108	1
877	108	1
898	108	1
924	108	1
948	108	1
971	108	1
993	108	1
1014	108	1
1029	107	0
7	138	0
28	138	0
49	138	0
72	138	0
93	138	0
114	138	0
135	138	0
157	138	0
180	138	0
202	138	0
228	138	0
251	138	0
273	138	0
297	138	1
317	138	1
342	138	1
364	138	1
388	138	1
411	138	1
434	138	1
454	138	1
481	138	1
504	138	0
525	138	0
551	138	0
569	136	0
596	138	0
619	138	0
642	138	0
666	138	0
689	138	0
714	138	0
737	138	0
761	138	0
785	138	0
808	138	0
832	138	0
853	138	1
877	138	1
898	138	1
924	138	1
948	138	1
971	138	1
993	138	1
1015	138	1
1031	138	1
7	165	1
28	165	1
49	165	1
72	165	1
93	165	0
114	165	0
135	165	0
157	165	0
180	165	0
202	165	0
228	165	0
251	165	0
273	165	0
297	165	0
317	165	0
342	165	0
364	165	0
388	165	0
411	165	1
434	165	1
457	165	1
481	165	1
504	165	1
528	165	1
551	165	1
573	165	1
596	165	1
619	165	0
642	165	0
665	165	0
689	165	0
714	165	0
737	165	0
761	165	0
785	165	0
808	165	0
832	165	0
853	165	0
877	165	0
898	165	0
924	165	0
948	165	0
971	165	1
993	165	1
1015	165	1
1031	165	1
7	197	0
28	197	1
49	197	1
72	197	1
93	197	1
114	197	1
135	197	1
157	197	1
180	197	1
202	197	1
228	197	0
251	197	0
273	197	0
297	197	0
317	197	0
342	197	0
364	197	0
388	197	0
411	197	0
434	197	0
457	197	0
481	197	0
504	197	1
528	197	1
551	197	1
573	197	1
596	197	1
619	197	1
642	197	1
666	197	1
689	197	1
714	197	1
737	197	0
761	197	0
785	197	0
808	197	0
832	197	0
853	197	0
877	197	0
898	197	0
924	197	0
948	197	0
971	197	0
993	197	0
1015	197	0
1031	197	0
7	227	0
28	227	0
49	227	0
72	227	0
93	227	0
114	227	0
135	227	0
157	227	1
180	227	1
202	227	1
228	227	1
251	227	1
273	227	1
297	227	0
317	227	0
342	227	0
364	227	0
388	227	0
411	227	0
434	227	0
457	227	0
481	227	0
504	227	0
528	227	0
551	229	0
573	227	1
596	227	1
619	227	1
642	227	1
666	227	1
689	227	1
714	227	1
737	227	1
761	227	1
785	227	1
808	227	1
832	227	1
853	227	1
877	227	0
899	227	0
924	227	0
948	227	0
971	227	0
993	227	0
1015	227	0
1031	227	0
7	251	0
28	251	0
49	251	0
72	251	0
93	251	0
114	251	0
135	251	0
157	251	1
180	251	1
202	251	1
228	251	1
251	251	1
273	251	1
297	251	1
317	251	1
342	251	1
364	251	1
388	251	1
411	251	1
434	251	1
457	251	1
481	251	0
504	251	0
528	251	0
551	251	0
573	251	0
596	251	0
619	251	0
642	251	0
666	251	0
689	251	0
714	251	0
737	251	1
761	251	1
785	251	1
808	251	1
832	251	1
853	251	1
877	251	1
898	251	1
924	251	1
948	251	0
971	251	0
993	251	0
1015	251	0
1031	251	0
7	285	0
28	285	0
49	285	0
72	285	0
93	285	0
114	285	0
135	285	0
157	285	0
180	285	0
202	285	0
228	285	0
251	285	1
273	285	1
297	285	1
317	285	1
342	285	1
364	285	1
388	285	1
411	285	1
434	285	1
457	285	1
481	285	1
504	285	1
528	285	1
551	285	1
573	285	0
596	285	0
619	285	0
642	285	0
666	285	0
689	285	0
714	285	0
737	285	0
761	285	0
785	285	0
808	285	0
832	285	1
853	285	1
877	285	1
898	285	1
924	285	1
948	285	1
971	285	1
993	285	1
1015	285	1
1031	285	1
7	305	1
28	305	1
49	305	1
72	305	0
93	305	0
114	305	0
135	305	0
157	305	0
180	305	0
202	305	0
228	305	0
251	305	0
273	305	0
297	305	0
317	305	0
342	305	0
364	305	1
388	305	1
411	305	1
434	305	1
457	305	1
481	305	1
504	305	1
528	305	1
551	305	1
573	305	1
596	305	0
